"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0086065","GO:0086065","cell communication involved in cardiac conduction",55,0.5399403545147,1.92946096805362,0.000174922598917556,0.00578435149090723,0.00499172894568809,6853,"tags=51%, list=20%, signal=41%","6910/5566/10021/6330/55800/2702/482/6262/857/3760/6324/3741/29119/287/10052/478/801/781/6546/23630/808/477/3728/1829/8913/481/6331/3781"
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response",139,-0.448537868490843,-1.67500833494663,0.000187351856382754,0.00616309544225768,0.00531857408086568,10474,"tags=46%, list=30%, signal=32%","3815/6885/6778/3597/10666/11126/8140/91543/112441434/3133/54440/2150/29108/7494/8482/3134/567/9188/3663/6850/10417/6375/958/6810/51237/5950/3606/2867/2625/10459/10865/100141515/5027/2865/695/64127/7805/5788/7293/5225/8809/64170/10392/3596/3566/3554/114548/84787/8013/940/51744/3263/90865/3569/924/8764/3553/116449/23529/64581/30009/6504/354/10859"
"GO:0086010","GO:0086010","membrane depolarization during action potential",29,0.644954228471663,2.05683776661828,0.000191310286876399,0.00620861619452963,0.00535785718063972,8101,"tags=79%, list=23%, signal=61%","6323/610/10021/6330/7533/859/6327/55800/6324/287/288/5774/3759/781/3757/6546/477/8913/6331/11280/6328/783/7871"
"GO:1990573","GO:1990573","potassium ion import across plasma membrane",46,0.564334603218321,1.98333578999993,0.000189850724832193,0.00620861619452963,0.00535785718063972,5520,"tags=39%, list=16%, signal=33%","3773/479/406895/610/10021/51305/3766/3763/482/3760/478/3765/3759/84561/3767/3757/3761/477"
"GO:0046632","GO:0046632","alpha-beta T cell differentiation",138,-0.445415110680981,-1.65911540893344,0.000191684635518252,0.00620861619452963,0.00535785718063972,10391,"tags=50%, list=30%, signal=35%","6461/25/6778/3659/91543/64919/246778/54440/3549/8995/6693/602/6097/3570/3142/301/639/861/84766/4860/4092/3071/6850/51043/100/7704/3707/865/64332/3594/3606/51561/604/2625/23308/3593/864/64410/2529/3726/1514/6776/84807/3718/2355/3458/10538/5971/8809/1880/6363/3566/114548/3702/159296/11006/4063/29851/114836/941/5734/257101/3569/969/26279/80149/30009/9021/7535"
"GO:0021517","GO:0021517","ventral spinal cord development",43,0.581625934145163,1.98282654772615,0.000197778798716677,0.00634096899844939,0.00547207384320038,5752,"tags=42%, list=17%, signal=35%","4821/58524/10215/6469/429/3226/1600/2636/5080/387804/55906/3975/5649/3670/161357/2737/5727/89884"
"GO:0003231","GO:0003231","cardiac ventricle development",128,0.41622489749746,1.70537494192777,0.000197717736552998,0.00634096899844939,0.00547207384320038,8355,"tags=36%, list=24%, signal=27%","4633/129446/5457/6910/4625/3084/93649/6299/7135/6664/2931/6092/5629/9421/3209/7474/2702/6262/4624/23414/10818/659/7481/26508/163/3670/23493/187/7798/80000/4887/1909/4193/6331/55636/57493/5469/8321/9321/199699/84516/79810/10370/3776/6423/6091"
"GO:0045333","GO:0045333","cellular respiration",238,0.339303571537153,1.51043505154379,0.00020295491005215,0.00647405662570393,0.00558692463716125,1264,"tags=6%, list=4%, signal=6%","4508/4535/4509/4538/4539/4536/4514/4519/4537/4541/4513/4512/4540/79085"
"GO:0043922","GO:0043922","negative regulation by host of viral transcription",14,-0.782387365152631,-1.86526630926647,0.000204069223325248,0.00647689052523751,0.0055893702109396,4371,"tags=36%, list=13%, signal=31%","3725/6352/25833/6348/6351"
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process",178,0.386601404992368,1.66492040859243,0.000205921761937842,0.00650300924199704,0.00561190991217971,2512,"tags=8%, list=7%, signal=7%","4508/4535/4509/3948/4538/4539/4536/4537/4541/4540/151531/4879/114/3565"
"GO:0071625","GO:0071625","vocalization behavior",20,0.714683039407568,2.05653646466093,0.00021135438688576,0.00660638530824018,0.00570112048366182,6695,"tags=70%, list=19%, signal=57%","4762/497189/54413/114798/50944/26047/57502/140947/2737/9369/22941/9378/9379/1620"
"GO:0031294","GO:0031294","lymphocyte costimulation",49,-0.578351267388494,-1.85140856272274,0.000214778134629716,0.00660638530824018,0.00570112048366182,5173,"tags=37%, list=15%, signal=31%","84433/1326/5777/7409/10673/126259/3932/6363/22914/100528032/11006/29851/940/941/8764/8740/10288/1236"
"GO:0003205","GO:0003205","cardiac chamber development",171,0.377267726186016,1.61787067171722,0.000214315370221616,0.00660638530824018,0.00570112048366182,4447,"tags=20%, list=13%, signal=17%","4633/129446/5457/6910/4625/3084/93649/6299/58495/7135/859/6664/2931/6092/5629/9421/3209/7474/2702/6262/4624/6654/6899/6474/287/23414/113622/10818/659/7481/26508/163/3670/23493"
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response",193,-0.413399325586995,-1.61200606674817,0.000212498273272333,0.00660638530824018,0.00570112048366182,10567,"tags=44%, list=30%, signal=31%","959/3815/6885/6778/3597/10666/11126/8140/11005/91543/112441434/3133/54440/2150/29108/729230/7494/8482/3134/5553/567/9188/3663/4092/6850/79671/684/10417/6375/958/6810/51237/5950/115004/3606/2867/604/2625/10459/2125/10865/100141515/5027/2865/284/695/54795/64127/7805/7133/5788/3718/11213/2213/7293/5225/8809/64170/10392/3596/3566/3554/114548/84787/11006/8013/940/51744/3263/10225/3598/90865/3569/924/8764/3553/116449/23529/64581/30009/6504/354/10859/115352/336"
"GO:0045927","GO:0045927","positive regulation of growth",254,0.348378233190565,1.55899084263324,0.000215317645689844,0.00660638530824018,0.00570112048366182,5430,"tags=22%, list=16%, signal=19%","3952/5458/127833/57611/6910/151835/4131/1826/3084/3897/1813/23236/7224/6860/2692/7784/2307/5645/5629/3479/59284/5454/114804/4137/627/9472/4654/7490/2254/3558/6665/23025/6422/10409/552/84258/23414/2664/1956/1735/659/6548/23327/3984/23493/170302/2147/2844/9175/57698/401135/5048/116224/22999/6792/9037/2627"
"GO:0016049","GO:0016049","cell growth",488,0.299669457334662,1.41888468649281,0.000215471085100931,0.00660638530824018,0.00570112048366182,6330,"tags=22%, list=18%, signal=18%","4633/51299/5458/127833/57611/186/135644/151835/4131/1826/3084/93649/3897/60676/185/8128/859/7224/374946/57144/4879/6860/2931/54413/5645/6695/114798/3479/7474/59284/114804/4137/8936/627/1630/9472/147906/6662/10439/7143/92304/7490/26999/3558/7373/23105/23025/6422/552/4856/23767/343472/2045/144165/84258/2932/2664/4897/1956/11170/6696/80031/659/56924/9792/6548/23327/6456/131566/347252/3984/23251/9856/6285/2147/5588/23242/9175/84259/57698/401135/5048/116224/22999/25942/5167/6792/9037/1907/2786/8470/10718/1029/10371/9201/668/340719/9962/80128/1410/8437/5592/1909/9576/5532/27346/5925/9166"
"GO:0048813","GO:0048813","dendrite morphogenesis",144,0.398633591930758,1.66772662464847,0.000217651783385966,0.00664100803799885,0.00573099890349623,8344,"tags=42%, list=24%, signal=32%","1826/1996/7533/7224/56896/57520/23072/2047/50944/221692/23542/51473/2043/26050/85442/26115/23316/652991/2932/26052/4135/5649/80725/9912/4205/23327/5789/7779/577/5048/25830/6792/2048/80243/10371/9201/8976/8609/1141/80823/547/11141/816/1020/23043/10152/4038/22871/1501/22891/4133/170506/8851/5063/1139/55619/54862/7476/1523/29904/27067"
"GO:0002717","GO:0002717","positive regulation of natural killer cell mediated immunity",35,-0.624916651962652,-1.89484861380106,0.000221376541223563,0.00669002026013407,0.00577329504132766,5909,"tags=46%, list=17%, signal=38%","3592/3822/3593/56253/7409/8807/4068/3824/3821/22914/100528032/114836/3823/116449/8302/117157"
"GO:0050852","GO:0050852","T cell receptor signaling pathway",150,-0.445473321486482,-1.68123552946971,0.00022077841734594,0.00669002026013407,0.00577329504132766,10936,"tags=44%, list=31%, signal=30%","79679/5819/6794/8934/8525/6461/6885/25/9564/10666/11126/56940/7294/11314/10616/3958/3635/5771/7430/387357/100/925/25865/5335/64332/56244/55072/2625/23308/8631/84433/695/79037/3783/84807/7805/3551/5788/5777/54718/2355/79908/919/153579/6967/4068/926/3932/50852/3702/11006/53347/54923/940/9473/6966/28639/257101/915/9840/27040/80149/7535/1236/1493/28526"
"GO:0021675","GO:0021675","nerve development",99,0.44325336715833,1.75373156486092,0.000227893118715597,0.00685415684670339,0.00591494019403189,5757,"tags=36%, list=17%, signal=30%","4821/5457/3747/5582/3737/6323/2583/6334/3736/644168/6299/3746/4762/5979/84189/497189/2047/3232/627/6326/2561/5076/3786/2043/6899/140947/2558/1605/3670/6507/4693/2737/4884/2048/123041/10371"
"GO:0030217","GO:0030217","T cell differentiation",322,-0.371507132991581,-1.51682123479203,0.000233789429502472,0.00699817079022567,0.0060392200846286,9404,"tags=43%, list=27%, signal=32%","6774/652/2207/4179/6794/6722/406991/2177/3815/6461/56339/25/6778/3659/11005/3902/91543/29781/64919/246778/54440/3549/8995/6693/602/5897/10758/5771/3714/729230/7494/6097/3570/3142/3955/301/567/639/861/23210/54567/678/1235/387357/6603/84766/4860/4092/3071/6850/51043/100/925/7704/3707/865/3559/914/64332/338339/3594/3606/939/51561/11035/604/1958/3600/2625/23308/57580/4192/3593/864/3953/64410/407030/84433/57864/3574/2529/3726/1794/1514/2175/6776/84807/56253/5788/7409/3718/2355/3458/8808/10312/22806/10538/3932/5971/8809/146850/1880/3821/2648/6363/3566/114548/3702/326/159296/11006/4063/55716/29851/114836/940/941/912/5105/399/5734/3575/257101/915/9840/1960/3569/969/3553/10288/101/26279/80149/30009/9021/7535/1236/1493/7471/8456"
"GO:0007215","GO:0007215","glutamate receptor signaling pathway",55,0.535168281237993,1.91240810462693,0.000237269478572279,0.00706883974840808,0.00610020536269742,6288,"tags=42%, list=18%, signal=34%","2902/2904/2903/23236/2914/54413/2897/2894/23385/2899/2905/2895/2893/6376/2892/23732/154/2915/116443/3745/2898/2890/9378"
"GO:0001708","GO:0001708","cell fate specification",107,0.445192593385692,1.77884003736366,0.000241040798641497,0.00714748208553848,0.00616807143743846,5383,"tags=31%, list=16%, signal=26%","4633/4821/10716/5457/58524/10215/6910/6469/429/3226/50846/5080/8320/3209/324/5454/54738/23040/6662/6657/5076/26011/6899/406910/4781/3670/344167/57459/4774/54345/2737/5727/63950"
"GO:0048663","GO:0048663","neuron fate commitment",66,0.512655993984752,1.90330654412904,0.00024877562581029,0.00734236847017659,0.00633625278133636,5383,"tags=35%, list=16%, signal=30%","4821/10716/5457/58524/10215/6469/429/3226/116448/2636/5080/5629/5454/54738/23040/6662/406910/4781/3670/4774/25925/2737/63950"
"GO:0034762","GO:0034762","regulation of transmembrane transport",457,0.298549180302031,1.40323124552268,0.000253053848489437,0.00743389817236877,0.00641524028141154,6907,"tags=29%, list=20%, signal=24%","9370/3952/100507537/3747/5458/25999/440699/10368/2902/3773/7070/10369/2904/2056/2903/406895/100126316/27091/93107/5566/389816/2257/3788/3746/6330/7533/859/117/2931/6000/3766/3763/1804/3479/59284/3779/57628/482/6262/50944/857/3760/27092/9472/23542/4988/407033/6324/84959/338557/6769/57158/2905/287/28954/493/80863/406994/288/5649/4986/487/3765/4947/6376/100506658/5774/57620/126755/252983/59283/57463/84502/53826/3759/4205/9001/801/6548/23327/3208/10580/57555/782/407024/4923/7225/406901/781/3767/2147/187/7779/3757/30820/81539/7531/53828/3761/8682/30819/9368/246213/6546/23630/808/5167/2048/6253/9722/477/375611/1812/2890/2256/5350/1909/7881/201140/5532/283518/481/3755/5579/65125/785/6331/51422/5535/57393/65266/6844/3781/254263"
"GO:1904861","GO:1904861","excitatory synapse assembly",41,0.585691728140427,2.00762619276168,0.000259185997559062,0.00757879055825478,0.00654027824249913,7875,"tags=56%, list=23%, signal=43%","165257/7474/26045/387804/9113/57622/22865/144165/5649/2895/64101/347730/57555/5789/57524/4884/869/94030/9378/9379/22871/9419/7476"
"GO:0050767","GO:0050767","regulation of neurogenesis",370,0.307742354149618,1.42781078769169,0.000277140593607402,0.00806645156324587,0.00696111566189246,7048,"tags=28%, list=20%, signal=23%","4821/5457/222894/5458/4747/10215/57611/6469/7070/4131/84630/1826/3897/391723/429/1949/406955/6356/406957/7533/1813/7224/374946/1600/6860/6664/6092/5080/114798/5629/56896/7474/4137/627/1630/2670/4915/4988/7143/26011/2043/1638/6474/10683/23105/23316/2045/2664/1956/4135/5649/6696/80031/4613/6376/659/4311/26508/1605/57463/58497/9001/3984/23493/9856/2915/2147/3400/9175/4602/5789/7779/23013/57698/8831/2737/5048/6653/63950/6792/2048/9037/1524/10371/4168/80128/5803/7976/80823/5925/11141/22954/4204/22920/816/406934/23394/1620/4763/1020/11023/53335/57142/55636"
"GO:2000311","GO:2000311","regulation of AMPA receptor activity",14,0.77611085181768,2.02913367879399,0.000281603752410712,0.00815875825791769,0.00704077368412683,4522,"tags=71%, list=13%, signal=62%","10368/10369/27091/59284/50944/27092/23542/80863/59283/57555"
"GO:0002440","GO:0002440","production of molecular mediator of immune response",227,-0.402035716667997,-1.58931657372178,0.000285484674030873,0.00823343014236984,0.00710521337241943,10567,"tags=42%, list=30%, signal=30%","959/3815/6885/6778/3597/10666/11126/8140/11005/91543/112441434/3133/54440/2150/2067/27343/29108/4316/10758/729230/7494/8482/3134/5553/567/1235/9188/3663/4092/6850/79671/684/6929/10417/6375/958/6810/51237/64332/5950/115004/3606/2867/604/2625/10459/2125/10865/10721/100141515/5027/2865/284/695/54795/54210/64127/7805/7133/5788/3718/11213/2213/7293/10538/5225/8809/64170/10392/3596/3566/3554/114548/84787/11006/8013/940/51744/3263/10225/3598/3960/90865/3569/924/8764/3553/116449/23529/64581/30009/6504/354/10859/115352/336"
"GO:1990868","GO:1990868","response to chemokine",89,-0.495250096393346,-1.74002533808882,0.000288118105771192,0.00823418079661018,0.00710586116543573,8267,"tags=45%, list=24%, signal=34%","1235/2826/10019/2185/7737/6355/6362/54838/6375/2833/6387/6360/10663/6366/1232/7852/6370/6373/1906/6776/7066/1240/1233/2532/2829/2859/6363/4015/3627/4283/6347/6352/6846/80149/2840/6348/1236/6351/414062/6354"
"GO:1990869","GO:1990869","cellular response to chemokine",89,-0.495250096393346,-1.74002533808882,0.000288118105771192,0.00823418079661018,0.00710586116543573,8267,"tags=45%, list=24%, signal=34%","1235/2826/10019/2185/7737/6355/6362/54838/6375/2833/6387/6360/10663/6366/1232/7852/6370/6373/1906/6776/7066/1240/1233/2532/2829/2859/6363/4015/3627/4283/6347/6352/6846/80149/2840/6348/1236/6351/414062/6354"
"GO:0002715","GO:0002715","regulation of natural killer cell mediated immunity",58,-0.552015559262618,-1.81909661347179,0.000291514883351857,0.00829372974437085,0.00715725019438557,5909,"tags=43%, list=17%, signal=36%","3592/84868/3822/3593/100507436/56253/7409/387837/8807/9437/4068/146850/3824/3821/22914/100528032/114836/3820/10225/3823/116449/8302/117157/81607/10859"
"GO:0032412","GO:0032412","regulation of monoatomic ion transmembrane transporter activity",162,0.385433164809383,1.6555972138284,0.000304371715547938,0.00862068051749227,0.00743939930661895,6907,"tags=33%, list=20%, signal=27%","100507537/440699/10368/10369/2056/406895/27091/389816/2257/6330/7533/59284/482/50944/857/27092/9472/23542/4988/407033/6324/6769/57158/287/80863/406994/288/5649/487/5774/57620/126755/59283/84502/9001/801/6548/23327/3208/57555/7225/23630/808/2048/9722/2256/5350/1909/7881/283518/481/785/6844/254263"
"GO:0060998","GO:0060998","regulation of dendritic spine development",60,0.519151021941418,1.880638650521,0.000308453214526168,0.00869727903101463,0.00750550162037828,11381,"tags=65%, list=33%, signal=44%","50944/100132074/3558/23105/26115/23316/26052/5649/57555/5789/7779/116443/23613/5048/6792/2048/22849/80823/547/11141/4204/816/50807/22871/1982/170506/54149/29904/27067/84298/1627/3066/7804/7074/100528062/8499/348/8536/5802"
"GO:0099500","GO:0099500","vesicle fusion to plasma membrane",32,0.625836096504765,2.03807199128949,0.000311886704791107,0.00875500634426947,0.00755531863115019,4082,"tags=41%, list=12%, signal=36%","286753/127833/10815/5864/112755/22895/9066/6860/6861/57586/23208/6812/10814"
"GO:0046034","GO:0046034","ATP metabolic process",227,0.35216627129253,1.55471701614988,0.000323774701022166,0.00904850005157522,0.00780859525800082,3708,"tags=11%, list=11%, signal=10%","4508/4535/4509/3948/4538/4539/4536/4537/4626/4625/4541/7345/2819/4540/5566/3479/5313/2027/3565/4624/11182/2033/527/229/51341/4622"
"GO:0030516","GO:0030516","regulation of axon extension",82,0.459826985590517,1.7670121325458,0.000326672356687046,0.00904939738962886,0.00780936963492855,7860,"tags=44%, list=23%, signal=34%","5458/57611/4131/1826/3897/7224/374946/7474/4137/10439/7143/343472/2932/2664/4897/80031/659/3984/9856/9175/57698/5048/25942/6792/9037/10371/80128/23394/1020/53335/57142/1982/4133/4099/91584/2335"
"GO:0060538","GO:0060538","skeletal muscle organ development",191,0.358110362057066,1.55988426935992,0.000325927180779869,0.00904939738962886,0.00780936963492855,4175,"tags=19%, list=12%, signal=17%","58/4617/8048/150572/29895/4618/3235/6469/245806/93649/607/8538/6664/8320/57462/7093/2047/857/4654/7490/6899/101929726/5079/6474/4209/58529/10409/2033/59269/2660/8506/7026/51778/688/7504/26508/1605"
"GO:0050777","GO:0050777","negative regulation of immune response",207,-0.394084972229589,-1.54932876429065,0.000329920945218538,0.00909947899563444,0.00785258862027851,11074,"tags=42%, list=32%, signal=28%","7376/84695/3077/23609/4179/2810/5819/406991/56339/6778/11126/11005/56940/3133/2876/11314/8995/6693/3958/3635/5771/4889/4940/729230/3142/11274/3134/301/4092/64092/3071/6850/56833/51043/79671/10212/6375/5335/203228/6773/197358/604/4938/84868/3593/100507436/11326/64127/6776/9173/7128/79651/5788/5777/3718/11213/387837/84166/2213/79132/3055/9636/3824/3821/1281/2268/3566/11006/149095/147945/941/10225/100616403/3575/90865/5292/5133/8764/969/80149/2840/30009/6504/81607/10859/171389"
"GO:0060999","GO:0060999","positive regulation of dendritic spine development",42,0.582566913857625,1.99592168189421,0.000337096256562234,0.00925695633237858,0.00798848703194165,11118,"tags=71%, list=32%, signal=49%","50944/100132074/3558/23316/5649/57555/5789/7779/23613/5048/6792/2048/22849/80823/11141/4204/816/22871/1982/170506/54149/29904/27067/84298/1627/7804/7074/100528062/348/8536"
"GO:0031295","GO:0031295","T cell costimulation",48,-0.581241978764228,-1.85529543501137,0.000339922339164738,0.0092941536543917,0.00802058725083168,5173,"tags=38%, list=15%, signal=32%","84433/1326/5777/7409/10673/126259/3932/6363/22914/100528032/11006/29851/940/941/8764/8740/10288/1236"
"GO:0045089","GO:0045089","positive regulation of innate immune response",388,-0.352612452306121,-1.46259220802553,0.000346610688333049,0.00943617718754972,0.0081431494745396,7999,"tags=27%, list=23%, signal=21%","4795/3654/2358/6850/3661/79671/1520/6895/79155/4671/81926/1535/115362/259197/23151/64332/22861/406952/8638/80342/115004/9641/2867/2634/57162/197358/3430/4938/118788/3592/84868/107181291/81622/93978/80216/5359/929/3822/3593/27293/5027/406941/6280/57864/4034/695/4792/78989/90864/64127/9971/3148/56253/3551/56832/7128/3304/9424/7409/3303/11213/406938/84166/8807/4210/8061/345611/4068/79132/3055/11027/2219/3824/338322/330/3821/64170/8547/10392/22914/114548/100528032/7097/114836/3263/912/3665/100616403/6352/2672/23547/406932/3823/89870/101/116449/8302/117157/64581/285852/81030/3929/115352/171389/2069"
"GO:0030049","GO:0030049","muscle filament sliding",14,0.770706531866241,2.01500414098536,0.000348517519124094,0.00944736759994754,0.00815280647853878,679,"tags=29%, list=2%, signal=28%","4632/4620/4626/4625"
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity",169,0.369419131337497,1.5884613615393,0.000350520432861368,0.00946105578612136,0.00816461898945642,6907,"tags=33%, list=20%, signal=26%","100507537/440699/10368/10369/2056/406895/27091/389816/2257/6330/7533/59284/482/50944/857/27092/9472/23542/4988/407033/6324/6769/57158/287/80863/406994/288/5649/487/5774/57620/126755/59283/84502/9001/801/6548/23327/3208/57555/7225/23630/808/2048/9722/2256/5350/1909/7881/283518/481/785/57393/6844/254263"
"GO:0045088","GO:0045088","regulation of innate immune response",473,-0.346571110435975,-1.46233001701916,0.000357100183838971,0.00959763728139125,0.00828248489101095,7822,"tags=26%, list=23%, signal=21%","2358/6850/56833/3661/79671/1520/10212/6895/79155/4671/81926/1535/115362/259197/23151/64332/22861/406952/8638/80342/115004/6773/9641/2867/2634/57162/197358/3430/4938/118788/3592/84868/107181291/81622/93978/80216/10871/5359/929/3822/3593/27293/5027/406941/6280/100507436/57864/4034/11326/695/4792/78989/90864/64127/9971/3148/56253/3551/56832/7128/3304/9424/5777/7409/3303/11213/387837/406938/84166/8807/2213/4210/8061/9437/345611/4068/79132/3055/9636/11027/2219/146850/3824/338322/330/3821/64170/8547/10392/2268/22914/114548/100528032/7097/149095/114836/147945/3263/912/3665/3820/10225/100616403/5292/6352/2672/23547/406932/3823/89870/101/116449/8302/117157/64581/285852/81030/3929/81607/100130520/342510/10859/115352/171389/2069"
"GO:0060537","GO:0060537","muscle tissue development",441,0.298360725107769,1.40044690429639,0.000361813179345572,0.00968310186757049,0.00835623837043432,4447,"tags=18%, list=13%, signal=16%","4633/4892/129446/58/4617/8048/5457/150572/29895/4618/3235/6910/6469/6123/245806/4625/100126316/3084/93649/8557/607/10021/8538/7135/859/4879/6664/2931/5629/3479/7021/9421/8320/57462/2702/7093/2047/6262/857/65009/9472/4654/6662/4624/7490/2254/26011/6899/7373/10529/5079/6474/6665/4209/84700/57158/58529/2033/10052/144165/23414/113622/59269/10818/2660/8506/376132/7026/51778/688/7504/26508/55553/3670/4205/6548/4656/23493"
"GO:0050867","GO:0050867","positive regulation of cell activation",387,-0.359108604374615,-1.48847527872469,0.000364175595406876,0.00970520278729887,0.00837531082841131,7827,"tags=29%, list=23%, signal=23%","3071/6850/11151/51043/100/1075/79155/6929/7704/3707/865/6375/63925/5341/958/3559/914/2815/64332/56244/3481/338339/3594/3606/6366/283234/939/51561/57162/604/3600/2625/10459/3592/84868/7057/23308/4192/3593/864/64410/3601/407030/84433/3574/55423/695/64127/9173/84807/5788/1326/5777/7409/64926/3112/64109/177/7297/825/3458/8808/7293/345611/10673/126259/10148/952/3932/11027/146850/1880/8600/3596/6363/22914/3566/114548/100528032/84787/11006/29851/8013/940/941/912/5105/399/7412/406937/3575/90865/6347/6352/9840/1960/3569/8764/3553/8740/10288/101/23529/6348/64581/30009/6504/7535/1236/353514/3929/26228/10859/115352"
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response",88,-0.485709090808368,-1.7098536497917,0.000369939564807811,0.00981738777868123,0.0084721232488936,9371,"tags=45%, list=27%, signal=33%","8995/6693/602/6097/3570/3142/301/84766/4092/51043/64332/3594/3606/51561/604/2625/23308/3593/3726/6776/84807/3718/3458/10538/5971/8809/1880/6363/3566/114548/4063/29851/114836/941/5734/3569/969/80149/30009/9021"
"GO:0050729","GO:0050729","positive regulation of inflammatory response",159,-0.418044812205177,-1.58802708848944,0.00037404369236033,0.00988476971107886,0.00853027191826378,8542,"tags=42%, list=25%, signal=31%","5138/3957/8717/407004/7941/2635/4049/1051/1075/4671/115362/838/64332/22861/8792/3606/5008/388125/2867/2634/51561/3430/3600/8673/91662/4192/3593/2865/6280/9180/695/4792/9173/1326/837/79792/4210/100506742/3458/2209/4023/4818/338322/8600/406913/114548/59341/7097/940/5734/90865/145741/3569/3553/101/6348/1236/353514/81030/3929/5054/283131/26228/5743/3620/171389"
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus",414,-0.34508820968446,-1.44133315492789,0.000380124529391351,0.0100036105318157,0.00863282812801936,7907,"tags=26%, list=23%, signal=21%","4795/3654/2358/6850/3661/79671/1520/6895/79155/4671/81926/1535/115362/259197/23151/64332/22861/406952/8638/80342/115004/9641/2867/2634/57162/197358/3430/4938/118788/3592/84868/107181291/81622/93978/80216/5359/929/3822/3593/27293/5027/406941/6280/57864/4034/695/4792/78989/90864/64127/9971/3148/56253/3551/56832/7128/3304/9424/7409/3303/11213/406938/84166/8807/11117/4210/8061/345611/4068/84034/79132/3055/11027/5225/2219/3824/338322/330/3821/64170/8547/10392/22914/114548/100528032/7097/114836/3263/912/3665/100616403/6352/2672/23547/406932/3823/89870/101/116449/8302/117157/64581/285852/81030/3929/354/115352/171389/2069"
"GO:1901623","GO:1901623","regulation of lymphocyte chemotaxis",25,-0.675913603873319,-1.89739901066499,0.000390885155324647,0.0102441105436949,0.00884037272011803,3089,"tags=44%, list=9%, signal=40%","80024/10563/22914/100528032/3627/6347/6352/8740/6348/6351/6354"
"GO:0050772","GO:0050772","positive regulation of axonogenesis",74,0.474722788020164,1.78941302189948,0.000394542051864761,0.0102972214858588,0.00888620593543164,8455,"tags=45%, list=24%, signal=34%","5458/4747/57611/4131/1826/3897/7224/6092/114798/4137/627/4915/6474/2664/4135/659/57463/3984/9175/57698/5048/6792/9037/23394/53335/1982/2335/79006/1946/6091/51199/26230/1954"
"GO:2000463","GO:2000463","positive regulation of excitatory postsynaptic potential",35,0.615814333410693,2.03557890389755,0.00041058726021806,0.0106718894466554,0.00920953360801004,7875,"tags=54%, list=23%, signal=42%","2902/112755/2904/2903/54413/50944/2905/23316/5649/5575/57555/154/22999/81832/2890/9378/22871/1139/7476"
"GO:0008090","GO:0008090","retrograde axonal transport",23,0.680337101111498,2.01888502236005,0.000412922176838141,0.0106885920856955,0.00922394750503838,8923,"tags=65%, list=26%, signal=48%","4747/3798/4130/50632/9001/5048/667/23095/547/4204/1740/1778/84709/6647/55860"
"GO:0045576","GO:0045576","mast cell activation",69,-0.519146190575788,-1.75275227161801,0.000416804353836621,0.010710883467647,0.00924318432643515,5805,"tags=38%, list=17%, signal=31%","8673/387695/5359/695/5777/201294/64109/2242/7462/30817/2624/284021/2294/5729/3596/2268/3566/2623/8013/3497/399/3598/27040/401258/116449/1269"
"GO:0045165","GO:0045165","cell fate commitment",285,0.323297033321043,1.45792693895151,0.000417175005231343,0.010710883467647,0.00924318432643515,5430,"tags=24%, list=16%, signal=20%","4633/4821/10716/4617/5457/3175/58524/4618/10215/6910/6469/64641/9573/429/3226/9480/4762/50846/116448/2636/5080/5629/6660/8320/3209/7474/324/5454/9113/4654/54738/23040/2596/58158/6662/6657/9760/5076/7490/26011/6899/6422/343472/2033/51384/406910/3791/7026/7481/4781/6934/55553/3670/149233/4656/344167/23493/57459/4086/4774/170302/9646/25925/54345/2737/5727/63950/2627"
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity",82,-0.50342104082704,-1.74747466687409,0.000437981854574057,0.0111995683946953,0.00966490536111003,7042,"tags=40%, list=20%, signal=32%","259197/914/3606/3592/84868/100431172/80328/3822/3593/100507436/56253/5777/7409/201294/387837/8807/3002/9437/4068/4818/146850/3824/3821/22914/100528032/114836/57823/3820/3823/8302/81607/387836/10859"
"GO:0097107","GO:0097107","postsynaptic density assembly",29,0.626853678448745,1.99911290299203,0.000440778605041535,0.0112256357638804,0.0096874007508704,7267,"tags=62%, list=21%, signal=49%","165257/26045/9113/57622/22865/144165/5649/2895/347730/57555/5789/57524/4884/869/94030/9378/9379/9419"
"GO:1903051","GO:1903051","negative regulation of proteolysis involved in protein catabolic process",74,0.470208338643979,1.772396323514,0.000462175937103151,0.0117233060993715,0.0101168759345598,7732,"tags=35%, list=22%, signal=27%","5582/2272/4130/6469/83844/27074/8263/2043/474383/474384/143941/3326/1029/51322/55170/9491/28996/131377/84074/9097/9683/8239/282679/79031/7874/1460"
"GO:0086091","GO:0086091","regulation of heart rate by cardiac conduction",40,0.569093199289802,1.93643299780321,0.000483946001134921,0.0122264117726726,0.0105510416584279,6697,"tags=55%, list=19%, signal=44%","10021/6330/6327/55800/857/3760/6324/3741/29119/287/81033/3670/3759/781/3757/7531/23630/3752/3728/1829/8913/6331"
